,path,id,review_title,stars,reviewDate,reviewNumHelp,reviewVerified,reviewComment
8914,B00004S7OA,R244PZ3CYWB3M2,I miss my CD player... : (,5.0 out of 5 stars,"Reviewed in the United States on December 11, 2002",2 people found this helpful,,"Not too long ago I got this cd player and I was coming home from a trip and as I walked in my front door, I dropped it on our tile front entry-way. I was soooo mad cuz I broke it!!! This is a totally awesome player!! It's cheap and it works great-the bass is much better than most!! The color/design is totally awesome, and the sound adjustment on the cord is totally convenient!! (that's what I miss the most) so I've come online to order a new one and decided to write a review. I will warn buyers though that the picture is slightly decieving cuz the silvery trim is actually more of a see-through milk white color.(which I like better anyways) Also if you buy one, be extra careful with the headphones when you put them on... they aren't as sturdy as most. and I didn't think about it but it does eat up batteries pretty quickly- but I liked it a LOT > so I really don't care!"
8915,B00004S7OA,R1352AC7XROS06,Do not BUY unless you have GREEN fetish!,2.0 out of 5 stars,"Reviewed in the United States on September 5, 2000",,,"I bought this for a gift to a friend. I know what you are thinking.  ""40-sec ESP, Cool Green Colors, and CHEAP! GREAT!"" NO!! NO!! NO!!  You are making a mistake.  Although this player do offer 40-sec ESP, you  should also think about battery life. Unlike Sony's 32~64 hours/2 batt  life, this drinks up batteries like gatorades.  Also green color only looks  good on small sized pics as on the description on web. As soon as you see  it for real, you will only see a big chunk of greenish plastic. Not  recommended at all. Spend $20~$40 more, and get SONY or Panasonic. You  won't at least be fooled in front of other friends like me."
8916,B00004S7OA,R38DOGV2QYN9MA,NEAR-PERFECT FAIL,1.0 out of 5 stars,"Reviewed in the United States on February 28, 2011",,,"Won't play home-burned cds, only commercially-recorded ones."
8917,B00004S7OA,R321IGXIIK36QA,"Red, What Red?",2.0 out of 5 stars,"Reviewed in the United States on March 29, 2000",33 people found this helpful,,"What I got doesn't really look like the picture. I like RED, I wanted RED, but did I get red? NO! This player is in no way RED. It's sooo pink. It's a kind of hot pink color. Yuck! But hey that's my opinion. If you think red  and pink are the same color, then this is the player for you! By the way,  instead of getting that nice slivery surrounding cover, you get a  plastic-looking cheap cover. It looks like one of those play time Barbie  toys that doesn't really work. But hey, you can always use your  imaginations and imagine the perfect RED CD player amazon displays. If I  had a little sister, she would score a new CD player! The reason why it  even has any stars are because I love its sound! The BASS is great!  It's  really good when I'm listening to ""No Strings Attached"" by 'N  Sync (Go and buy that album!  It's the best CD yet!) and ""Bringin' Da  Noise"" (tract 9) is on! Oh the sound! The head phones in the picture  and what you get are totally different! These are so annoying! These won't  last (that's why it's always good to have an extra pair, hehe!) Um, well,  it's your money. Do whatever you want. Actually this is a pretty nice  player if you're into bright pink and you're 6-11 years old. Have a nice  day! Happy listening (to another player!)"
8918,B00004S7OA,R3XEAFI7TF8O,Not so bad!,3.0 out of 5 stars,"Reviewed in the United States on March 5, 2001",3 people found this helpful,,"Despite what everyone else on this page has said, I think this CD player is pretty good, for what you're paying. The headphones, though flimsy, have not broken and the 40-sec ESP works GREAT. I use it in my car and even if when going around a corner the player goes sliding off the dash and onto the floor, it doesn't miss a beat. The sound is not suberb, but this is primarily because of the cheap headphones. I had some other headphones and when I use them instead, the sounds is much, much better. For $45, it's a good buy."
8919,B00004S7OA,R2JI9TVI5BF8RT,THIS IS BAD,1.0 out of 5 stars,"Reviewed in the United States on December 18, 2000",8 people found this helpful,,"Some months ago i asked my dad who bought this cd player with my certificate, and i thought this would be a great player. WRONG!! whenever i'm on the train, it is impossible to listen to your cd,especially when it's rap. as soon as the train moves, i have to pause it and wait for the train to slow down before i get more decent sound. ""Anti-shock""? must be a typo. even when i'm home and i listen to it in bed, it bad. when you turn on the extra-DBBS sound, the whole cd gets fuzzy."
8920,B00004S7OA,RUG9I9S999248,good player works great,4.0 out of 5 stars,"Reviewed in the United States on July 13, 2001",2 people found this helpful,,"When my cd player broke I looked for a new one and found this which works great my favorite features are the hold, esp, and bass boost system. I've dropped it a few times and it still works. Even my friends think it looks cool and gives very good sound with the right earphones."
8921,B00004S7OA,R2GXR8WWDRF7CG,Purple ex-player,2.0 out of 5 stars,"Reviewed in the United States on May 29, 2001",One person found this helpful,,"A present from her grand parents, it had internitent power problems, now the switch don't work no more. I'm in the process of sending it in for repair although there was no contact information in the literature. Wish me luck!"
8922,B00004S7OA,R36QPXSRPE3BG4,Nice CD Player,3.0 out of 5 stars,"Reviewed in the United States on April 16, 2000",7 people found this helpful,,"Its not red, more or less pink.  Its a great CD player, but theheadphones could be better.  The bass totally rox!  Other than theh/p and the color its a great player.  END"
8923,B00004S7OA,R2JLP5W92T9YCW,SO CUTE,5.0 out of 5 stars,"Reviewed in the United States on December 6, 2001",One person found this helpful,,This is such a good cd player.  I give it 5 stars the bass
8924,B00004RG6K,R3QTDNSOW8RQVA,CD's- good,3.0 out of 5 stars,"Reviewed in the United States on June 29, 2000",,,"mp3 players are nifty little gadgets, but they still have a little ways to go. i was excited before my screen froze and the battery cover got stuck. it had easy to understand icons and i didn't even need the directions to  learn how to use most of the basic operations. but i tried to copy a cd,  and to get a decent amount of music on it you degrade the sound quality and  it ""skips"", so to speak, which is quite annoying if you're a big  music fan. you also have to have access to a computer whenever you want to  put new music on it, which you'll have to do often if you listen to enough  music in the course of a day. so, i suggest sticking to cd's till they are  bigger memory options available. cd's aren't always the best, but they're  about the most convenient right now."
8925,B00004RG6K,R1LPVNGZC3XCC9,keeps breaking!,1.0 out of 5 stars,"Reviewed in the United States on July 9, 2002",One person found this helpful,,"I own a Nomad II 64 MP3 player and it has broken for a second time - the warranty was only 60 days, and shortly thereafter, it stopped working, so I had to send it back and have it repaired for [$$$] (on the phone you can only talk to customer service reps, not technicians, and none of them could ever tell me what happend or how to prevent it from happening again in the future).  The repair came with another generous 60 day warranty.  The repair lasted about a year, and now it is broken again (in a similar but different way) - and I have always been very careful with it and it has never been physically harmed.  Now that it is broken a second time I don't see the need to put more money into it, only to have it break again."
8926,B00004RG6K,R2N8O9TWZAXPWJ,"Creative Yes, Practical NO!",1.0 out of 5 stars,"Reviewed in the United States on October 11, 2000",19 people found this helpful,,"MP3 Player ... FM Radio ... Swappable Smartmedia card ... Recorder ... Made by Creative Labs and reasonably priced.  Wow, what a great deal!  NOT!!!"
